events,batter,pitcher,stand,p_throws,home_team,pitcher_game_pitch_count,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9
field_out,670032,681676,L,R,STL,6,575929,502671,669357,571448,691026,680977,663457,676475
single,502054,681676,R,R,STL,10,575929,502671,669357,571448,691026,680977,663457,676475
field_out,683734,681676,R,R,STL,14,575929,502671,669357,571448,691026,680977,663457,676475
single,650391,681676,R,R,STL,16,575929,502671,669357,571448,691026,680977,663457,676475
field_out,643217,681676,L,R,STL,19,575929,502671,669357,571448,691026,680977,663457,676475
single,571448,605154,R,R,STL,7,686676,683734,670032,682868,657557,643217,542364,502054
fielders_choice,676475,605154,L,R,STL,8,686676,683734,670032,682868,657557,643217,542364,502054
strikeout,663457,605154,L,R,STL,12,686676,683734,670032,682868,657557,643217,542364,502054
strikeout,691026,605154,R,R,STL,18,686676,683734,670032,682868,657557,643217,542364,502054
strikeout,671056,621383,R,L,STL,4,686676,683734,670032,682868,657557,643217,542364,502054
double,543257,669461,R,L,STL,6,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,502054,669461,R,L,STL,10,671056,502671,665877,571448,691026,680977,666185,663457
field_out,683734,669461,R,L,STL,11,671056,502671,665877,571448,691026,680977,666185,663457
field_out,650391,669461,R,L,STL,14,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,680977,676979,L,L,STL,4,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,575929,676979,R,L,STL,8,455117,683734,669699,682868,657557,543257,502054,657757
field_out,502671,676979,R,L,STL,10,455117,683734,669699,682868,657557,543257,502054,657757
field_out,657757,669461,L,L,STL,15,671056,502671,665877,571448,691026,680977,666185,663457
double,657557,669461,R,L,STL,18,671056,502671,665877,571448,691026,680977,666185,663457
sac_fly,682868,669461,R,L,STL,21,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,455117,669461,R,L,STL,24,671056,502671,665877,571448,691026,680977,666185,663457
field_out,571448,676979,R,L,STL,17,455117,683734,669699,682868,657557,543257,502054,657757
field_out,666185,676979,R,L,STL,20,455117,683734,669699,682868,657557,543257,502054,657757
field_out,671056,676979,R,L,STL,25,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,669699,669461,L,L,STL,31,671056,502671,665877,571448,691026,680977,666185,663457
single,543257,669461,R,L,STL,32,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,502054,669461,R,L,STL,39,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,683734,669461,R,L,STL,43,671056,502671,665877,571448,691026,680977,666185,663457
field_out,691026,676979,R,L,STL,33,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,665877,676979,R,L,STL,39,455117,683734,669699,682868,657557,543257,502054,657757
single,663457,676979,L,L,STL,41,455117,683734,669699,682868,657557,543257,502054,657757
field_out,680977,676979,L,L,STL,43,455117,683734,669699,682868,657557,543257,502054,657757
field_out,650391,669461,R,L,STL,45,671056,502671,665877,571448,691026,680977,666185,663457
field_out,657757,669461,L,L,STL,50,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,657557,681517,R,R,STL,4,671056,502671,665877,571448,691026,680977,666185,663457
home_run,575929,676979,R,L,STL,45,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,502671,676979,R,L,STL,48,455117,683734,669699,682868,657557,543257,502054,657757
field_out,571448,676979,R,L,STL,52,455117,683734,669699,682868,657557,543257,502054,657757
field_out,666185,676979,R,L,STL,55,455117,683734,669699,682868,657557,543257,502054,657757
field_out,682868,681517,R,R,STL,10,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,455117,681517,R,R,STL,13,671056,502671,665877,571448,691026,680977,666185,663457
field_out,669699,681517,L,R,STL,15,671056,502671,665877,571448,691026,680977,666185,663457
field_out,671056,676979,R,L,STL,58,455117,683734,669699,682868,657557,543257,502054,657757
field_out,691026,676979,R,L,STL,63,455117,683734,669699,682868,657557,543257,502054,657757
field_out,665877,676979,R,L,STL,65,455117,683734,669699,682868,657557,543257,502054,657757
field_out,543257,681517,L,R,STL,20,671056,502671,665877,571448,691026,680977,666185,663457
field_out,502054,681517,R,R,STL,24,671056,502671,665877,571448,691026,680977,666185,663457
field_out,683734,681517,R,R,STL,29,671056,502671,665877,571448,691026,680977,666185,663457
field_out,663457,676979,L,L,STL,71,455117,683734,669699,682868,657557,543257,502054,657757
single,680977,676979,L,L,STL,75,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,575929,676979,R,L,STL,81,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,502671,676979,R,L,STL,88,455117,683734,669699,682868,657557,543257,502054,657757
home_run,650391,606149,R,R,STL,4,671056,502671,665877,571448,691026,680977,666185,663457
double,657757,606149,L,R,STL,7,671056,502671,665877,571448,691026,680977,666185,663457
double,657557,606149,R,R,STL,10,671056,502671,665877,571448,691026,680977,666185,663457
single,682868,667463,R,L,STL,2,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,455117,667463,R,L,STL,8,671056,502671,665877,571448,691026,680977,666185,663457
single,669699,667463,L,L,STL,12,671056,502671,665877,571448,691026,680977,666185,663457
sac_fly,543257,667463,R,L,STL,15,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,502054,667463,R,L,STL,21,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,571448,621051,R,R,STL,5,455117,683734,669699,682868,657557,543257,502054,657757
field_out,666185,621051,L,R,STL,11,455117,683734,669699,682868,657557,543257,502054,657757
strikeout,671056,621051,R,R,STL,15,455117,683734,669699,682868,657557,543257,502054,657757
field_out,683734,667463,R,L,STL,24,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,650391,667463,R,L,STL,28,671056,502671,665877,571448,691026,680977,666185,663457
double,657757,667463,L,L,STL,35,671056,502671,665877,571448,691026,680977,666185,663457
field_out,657557,687798,R,R,STL,3,671056,502671,665877,571448,691026,680977,666185,663457
single,691026,673929,R,R,STL,9,455117,683734,669699,682868,657557,543257,542364,502054
strikeout,665877,673929,R,R,STL,13,455117,683734,669699,682868,657557,543257,542364,502054
field_out,663457,673929,L,R,STL,19,455117,683734,669699,682868,657557,543257,542364,502054
field_out,680977,673929,L,R,STL,22,455117,683734,669699,682868,657557,543257,542364,502054
strikeout,682868,687798,R,R,STL,6,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,455117,687798,R,R,STL,10,671056,502671,665877,571448,691026,680977,666185,663457
field_out,669699,687798,L,R,STL,12,671056,502671,665877,571448,691026,680977,666185,663457
strikeout,575929,605154,R,R,STL,7,455117,683734,669699,682868,657557,543257,542364,502054
field_out,502671,605154,R,R,STL,12,455117,683734,669699,682868,657557,543257,542364,502054
strikeout,571448,605154,R,R,STL,16,455117,683734,669699,682868,657557,543257,542364,502054
field_out,607043,571945,L,R,STL,8,575929,502671,669357,571448,543063,680977,672279,663457
single,516782,571945,R,R,STL,10,575929,502671,669357,571448,543063,680977,672279,663457
field_out,596019,571945,L,R,STL,13,575929,502671,669357,571448,543063,680977,672279,663457
strikeout,624413,571945,R,R,STL,16,575929,502671,669357,571448,543063,680977,672279,663457
home_run,680977,676130,L,R,STL,4,621512,624413,643446,683146,596019,621466,607043,516782
walk,663457,676130,L,R,STL,9,621512,624413,643446,683146,596019,621466,607043,516782
double,575929,676130,R,R,STL,11,621512,624413,643446,683146,596019,621466,607043,516782
sac_fly,571448,676130,R,R,STL,13,621512,624413,643446,683146,596019,621466,607043,516782
field_out,502671,676130,R,R,STL,16,621512,624413,643446,683146,596019,621466,607043,516782
single,676475,676130,L,R,STL,23,621512,624413,643446,683146,596019,621466,607043,516782
field_out,669357,676130,L,R,STL,28,621512,624413,643446,683146,596019,621466,607043,516782
field_out,621466,571945,L,R,STL,20,575929,502671,669357,571448,543063,680977,672279,663457
catcher_interf,502110,571945,R,R,STL,24,575929,502671,669357,571448,543063,680977,672279,663457
field_out,683146,571945,L,R,STL,28,671056,502671,669357,571448,543063,680977,672279,663457
single,643446,571945,L,R,STL,31,671056,502671,669357,571448,543063,680977,672279,663457
field_out,621512,571945,R,R,STL,33,671056,502671,669357,571448,543063,680977,672279,663457
walk,543063,676130,L,R,STL,33,621512,624413,643446,683146,596019,621466,607043,516782
single,672279,676130,L,R,STL,39,621512,624413,643446,683146,596019,621466,607043,516782
strikeout,680977,676130,L,R,STL,43,621512,624413,643446,683146,596019,621466,607043,516782
force_out,663457,676130,L,R,STL,46,621512,624413,643446,683146,596019,621466,607043,516782
force_out,671056,676130,R,R,STL,50,621512,624413,643446,683146,596019,621466,607043,516782
field_out,607043,571945,L,R,STL,36,671056,502671,669357,571448,543063,680977,672279,663457
field_out,516782,571945,R,R,STL,39,671056,502671,669357,571448,543063,680977,672279,663457
single,596019,571945,L,R,STL,45,671056,502671,669357,571448,543063,680977,672279,663457
force_out,624413,571945,R,R,STL,46,671056,502671,669357,571448,543063,680977,672279,663457
single,571448,676130,R,R,STL,52,621512,624413,643446,683146,596019,621466,607043,516782
field_out,502671,676130,R,R,STL,53,621512,624413,643446,683146,596019,621466,607043,516782
grounded_into_double_play,676475,676130,L,R,STL,58,621512,624413,643446,683146,596019,621466,607043,516782
strikeout,621466,571945,L,R,STL,50,671056,502671,669357,571448,543063,680977,672279,663457
field_out,502110,571945,R,R,STL,55,671056,502671,669357,571448,543063,680977,672279,663457
strikeout,683146,571945,L,R,STL,58,671056,502671,669357,571448,543063,680977,672279,663457
field_out,669357,676130,L,R,STL,64,621512,624413,643446,683146,596019,621466,607043,516782
field_out,543063,676130,L,R,STL,68,621512,624413,643446,683146,596019,621466,607043,516782
field_out,672279,676130,L,R,STL,71,621512,624413,643446,683146,596019,621466,607043,516782
single,643446,571945,L,R,STL,60,671056,502671,669357,571448,543063,680977,672279,663457
single,621512,571945,R,R,STL,61,671056,502671,669357,571448,543063,680977,672279,663457
home_run,607043,571945,L,R,STL,65,671056,502671,669357,571448,543063,680977,672279,663457
double,516782,571945,R,R,STL,69,671056,502671,669357,571448,543063,680977,672279,663457
single,596019,571945,L,R,STL,72,671056,502671,669357,571448,543063,680977,672279,663457
double,624413,571945,R,R,STL,75,671056,502671,669357,571448,543063,680977,672279,663457
field_out,621466,681517,L,R,STL,4,671056,502671,669357,571448,543063,680977,672279,663457
single,502110,681517,R,R,STL,7,671056,502671,669357,571448,543063,680977,672279,663457
force_out,683146,681517,L,R,STL,13,671056,502671,669357,571448,543063,680977,672279,663457
single,643446,681517,L,R,STL,16,671056,502671,669357,571448,543063,680977,672279,663457
field_out,621512,681517,R,R,STL,18,671056,502671,669357,571448,543063,680977,672279,663457
strikeout,680977,676130,L,R,STL,76,621512,624413,643446,683146,596019,607043,664056,516782
walk,663457,676130,L,R,STL,81,621512,624413,643446,683146,596019,607043,664056,516782
field_out,671056,676130,R,R,STL,83,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,571448,676130,R,R,STL,89,621512,624413,643446,683146,596019,607043,664056,516782
walk,607043,681517,L,R,STL,23,671056,502671,669357,571448,543063,680977,672279,663457
field_out,516782,681517,R,R,STL,28,671056,502671,669357,571448,543063,680977,672279,663457
field_out,596019,681517,L,R,STL,30,671056,502671,669357,571448,543063,680977,672279,663457
field_out,624413,681517,R,R,STL,32,671056,502671,669357,571448,543063,680977,672279,663457
strikeout,502671,642121,R,R,STL,4,621512,624413,643446,683146,596019,607043,664056,516782
home_run,676475,642121,L,R,STL,6,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,669357,642121,L,R,STL,9,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,543063,642121,L,R,STL,15,621512,624413,643446,683146,596019,607043,664056,516782
field_out,664056,681676,R,R,STL,3,671056,502671,669357,571448,543063,680977,672279,663457
strikeout,502110,681676,R,R,STL,9,671056,502671,669357,571448,543063,680977,672279,663457
single,683146,681676,L,R,STL,15,671056,502671,669357,571448,543063,680977,672279,663457
field_out,643446,681676,L,R,STL,20,671056,502671,669357,571448,543063,680977,672279,663457
field_out,665877,656887,R,R,STL,3,621512,624413,643446,683146,596019,607043,664056,516782
single,680977,656887,L,R,STL,7,621512,624413,643446,683146,596019,607043,664056,516782
walk,663457,656887,L,R,STL,14,621512,624413,643446,683146,596019,607043,664056,516782
single,671056,605347,R,R,STL,2,621512,624413,643446,683146,596019,607043,664056,516782
field_out,571448,605347,R,R,STL,7,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,502671,605347,R,R,STL,11,621512,624413,643446,683146,596019,607043,664056,516782
field_out,621512,681676,R,R,STL,23,671056,502671,669357,571448,543063,680977,666185,663457
field_out,607043,681676,L,R,STL,26,671056,502671,669357,571448,543063,680977,666185,663457
field_out,516782,681676,R,R,STL,31,671056,502671,669357,571448,543063,680977,666185,663457
single,676475,657585,L,R,STL,2,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,669357,657585,L,R,STL,7,621512,624413,643446,683146,596019,607043,664056,516782
force_out,543063,657585,L,R,STL,8,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,666185,657585,L,R,STL,14,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,596019,688297,L,R,STL,6,671056,502671,669357,571448,543063,680977,666185,663457
home_run,624413,688297,R,R,STL,11,671056,502671,669357,571448,543063,680977,666185,663457
strikeout,664056,688297,R,R,STL,14,671056,502671,669357,571448,543063,680977,666185,663457
single,502110,688297,R,R,STL,15,671056,502671,669357,571448,543063,680977,666185,663457
field_out,683146,688297,L,R,STL,16,671056,502671,669357,571448,543063,680977,666185,663457
field_out,680977,493603,L,R,STL,4,621512,624413,643446,683146,596019,607043,664056,516782
home_run,663457,493603,L,R,STL,9,621512,624413,643446,683146,596019,607043,664056,516782
single,671056,493603,R,R,STL,10,621512,624413,643446,683146,596019,607043,664056,516782
walk,571448,493603,R,R,STL,14,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,502671,493603,R,R,STL,19,621512,624413,643446,683146,596019,607043,664056,516782
strikeout,676475,493603,L,R,STL,24,621512,624413,643446,683146,596019,607043,664056,516782
field_out,670032,543243,L,R,STL,3,575929,502671,669357,571448,691026,680977,672279,663457
field_out,502054,543243,R,R,STL,4,575929,502671,669357,571448,691026,680977,672279,663457
field_out,650391,543243,R,R,STL,7,575929,502671,669357,571448,691026,680977,672279,663457
field_out,680977,641745,L,R,STL,5,455117,683734,670032,669699,657557,643217,502054,657757
double,575929,641745,R,R,STL,11,455117,683734,670032,669699,657557,643217,502054,657757
walk,502671,641745,R,R,STL,16,455117,683734,670032,669699,657557,643217,502054,657757
double,571448,641745,R,R,STL,17,455117,683734,670032,669699,657557,643217,502054,657757
field_out,676475,641745,L,R,STL,19,455117,683734,670032,669699,657557,643217,502054,657757
field_out,691026,641745,R,R,STL,21,455117,683734,670032,669699,657557,643217,502054,657757
strikeout,657757,543243,L,R,STL,10,575929,502671,669357,571448,691026,680977,672279,663457
double,683734,543243,R,R,STL,12,575929,502671,669357,571448,691026,680977,672279,663457
field_out,643217,543243,L,R,STL,16,575929,502671,669357,571448,691026,680977,672279,663457
strikeout,657557,543243,R,R,STL,23,575929,502671,669357,571448,691026,680977,672279,663457
field_out,663457,641745,L,R,STL,23,455117,683734,670032,669699,657557,643217,502054,657757
field_out,669357,641745,L,R,STL,24,455117,683734,670032,669699,657557,643217,502054,657757
