events,batter,pitcher,stand,p_throws,home_team,pitcher_game_pitch_count,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9
field_out,663993,663903,L,R,KC,14,666023,521692,686681,672580,677951,669004,664728,592669
field_out,672580,547179,R,R,KC,2,668800,663993,543760,669701,608369,694497,665750,666969
field_out,677951,547179,R,R,KC,4,668800,663993,543760,669701,608369,694497,665750,666969
field_out,686469,547179,L,R,KC,7,668800,663993,543760,669701,608369,694497,665750,666969
single,666969,663903,R,R,KC,17,666023,521692,686681,672580,677951,669004,664728,592669
field_out,694497,663903,L,R,KC,23,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,669701,663903,L,R,KC,30,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,608671,663903,L,R,KC,40,666023,521692,686681,672580,677951,669004,664728,592669
field_out,521692,547179,R,R,KC,15,668800,663993,543760,669701,608369,694497,665750,666969
field_out,686681,547179,L,R,KC,17,668800,663993,543760,669701,608369,694497,665750,666969
field_out,666023,547179,R,R,KC,18,668800,663993,543760,669701,608369,694497,665750,666969
field_out,668800,663903,R,R,KC,41,666023,521692,686681,672580,677951,669004,664728,592669
field_out,665750,663903,L,R,KC,47,666023,521692,686681,672580,677951,669004,664728,592669
double,543760,663903,R,R,KC,53,666023,521692,686681,672580,677951,669004,664728,592669
single,608369,663903,L,R,KC,56,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,663993,663903,L,R,KC,60,666023,521692,686681,672580,677951,669004,664728,592669
field_out,669004,547179,L,R,KC,19,668800,663993,543760,669701,608369,694497,665750,666969
walk,592669,547179,R,R,KC,25,668800,663993,543760,669701,608369,694497,665750,666969
force_out,664728,547179,L,R,KC,29,668800,663993,543760,669701,608369,694497,665750,666969
single,672580,547179,R,R,KC,35,668800,663993,543760,669701,608369,694497,665750,666969
field_out,677951,547179,R,R,KC,38,668800,663993,543760,669701,608369,694497,665750,666969
field_out,666969,663903,R,R,KC,63,666023,521692,686681,672580,677951,669004,664728,592669
double,694497,663903,L,R,KC,66,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,669701,663903,L,R,KC,74,666023,521692,686681,672580,677951,669004,664728,592669
field_out,608671,663903,L,R,KC,77,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,686469,547179,L,R,KC,42,668800,663993,543760,669701,608369,694497,665750,666969
field_out,521692,547179,R,R,KC,43,668800,663993,543760,669701,608369,694497,665750,666969
single,686681,547179,L,R,KC,45,668800,663993,543760,669701,608369,694497,665750,666969
field_out,666023,547179,R,R,KC,50,668800,663993,543760,669701,608369,694497,665750,666969
field_out,668800,663903,R,R,KC,83,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,665750,663903,L,R,KC,89,666023,521692,686681,672580,677951,669004,664728,592669
field_out,543760,663903,R,R,KC,92,666023,521692,686681,672580,677951,669004,664728,592669
field_out,669004,547179,L,R,KC,52,668800,663993,543760,669701,608369,694497,665750,666969
home_run,592669,547179,R,R,KC,56,668800,663993,543760,669701,608369,694497,665750,666969
strikeout,664728,547179,L,R,KC,62,668800,663993,543760,669701,608369,694497,665750,666969
walk,672580,547179,R,R,KC,67,668800,663993,543760,669701,608369,694497,665750,666969
field_out,677951,547179,R,R,KC,69,668800,663993,543760,669701,608369,694497,665750,666969
field_out,608369,663903,L,R,KC,93,666023,521692,686681,672580,677951,669004,664728,592669
field_out,663993,663903,L,R,KC,97,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,666969,663903,R,R,KC,105,666023,521692,686681,672580,677951,669004,664728,592669
walk,686469,547179,L,R,KC,78,668800,663993,543760,669701,608369,694497,665750,666969
grounded_into_double_play,521692,547179,R,R,KC,79,668800,663993,543760,669701,608369,694497,665750,666969
double,686681,547179,L,R,KC,83,668800,663993,543760,669701,608369,694497,665750,666969
strikeout,666023,547179,R,R,KC,87,668800,663993,543760,669701,608369,694497,665750,666969
walk,694497,670167,L,R,KC,4,666023,521692,686681,672580,677951,669004,664728,592669
grounded_into_double_play,669701,670167,L,R,KC,8,666023,521692,686681,672580,677951,669004,664728,592669
single,608671,670167,L,R,KC,10,666023,521692,686681,672580,677951,669004,664728,592669
single,668800,670167,R,R,KC,13,666023,521692,686681,672580,677951,669004,664728,592669
walk,665750,670167,L,R,KC,19,666023,521692,686681,672580,677951,669004,664728,592669
strikeout,543760,670167,R,R,KC,23,666023,521692,686681,672580,677951,669004,664728,592669
single,669004,668390,L,R,KC,7,668800,663993,543760,669701,608369,694497,665750,666969
field_out,592669,668390,R,R,KC,13,668800,663993,543760,669701,608369,694497,665750,666969
single,664728,668390,L,R,KC,16,668800,663993,543760,669701,608369,694497,665750,666969
single,672580,668390,R,R,KC,17,668800,663993,543760,669701,608369,694497,665750,666969
single,677951,668390,R,R,KC,24,668800,663993,543760,669701,608369,694497,665750,666969
single,686469,570632,L,R,KC,3,668800,663993,543760,669701,608369,694497,665750,666969
home_run,521692,570632,R,R,KC,5,668800,663993,543760,669701,608369,694497,665750,666969
walk,686681,570632,L,R,KC,12,668800,663993,543760,669701,608369,694497,665750,666969
grounded_into_double_play,666023,570632,R,R,KC,14,668800,663993,543760,669701,608369,694497,665750,666969
single,608369,672582,L,L,KC,3,666023,521692,686681,672580,677951,680118,664728,592669
field_out,663993,672582,L,L,KC,6,666023,521692,686681,672580,677951,680118,664728,592669
field_out,666969,672582,R,L,KC,9,666023,521692,686681,672580,677951,680118,664728,592669
strikeout,694497,672582,L,L,KC,15,666023,521692,686681,672580,677951,680118,664728,592669
field_out,680118,666720,R,R,KC,5,668800,663993,543760,669701,608369,694497,665750,666969
field_out,592669,666720,R,R,KC,8,668800,663993,543760,669701,608369,694497,665750,666969
single,664728,666720,L,R,KC,10,668800,663993,543760,669701,608369,694497,665750,666969
strikeout,672580,666720,R,R,KC,18,668800,663993,543760,669701,608369,694497,665750,666969
field_out,669701,681882,L,R,KC,1,666023,521692,686681,672580,677951,680118,664728,592669
field_out,608671,681882,L,R,KC,5,666023,521692,686681,672580,677951,680118,664728,592669
field_out,668800,681882,R,R,KC,9,666023,521692,686681,672580,677951,680118,664728,592669
field_out,622534,664285,R,L,HOU,3,605170,547989,514888,608324,665161,643289,676694,663656
field_out,621043,664285,R,L,HOU,5,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,680777,664285,R,L,HOU,9,605170,547989,514888,608324,665161,643289,676694,663656
field_out,514888,657746,R,R,HOU,2,543877,467793,571657,669304,621043,650489,621439,622534
walk,663656,657746,L,R,HOU,9,543877,467793,571657,669304,621043,650489,621439,622534
home_run,670541,657746,L,R,HOU,13,543877,467793,571657,669304,621043,650489,621439,622534
field_out,608324,657746,R,R,HOU,14,543877,467793,571657,669304,621043,650489,621439,622534
single,665161,657746,R,R,HOU,20,543877,467793,571657,669304,621043,650489,621439,622534
truncated_pa,676694,657746,R,R,HOU,23,543877,467793,571657,669304,621043,650489,621439,622534
field_out,669304,664285,R,L,HOU,14,605170,547989,514888,608324,665161,643289,676694,663656
field_out,621439,664285,R,L,HOU,20,605170,547989,514888,608324,665161,643289,676694,663656
field_out,650489,664285,R,L,HOU,25,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,676694,657746,R,R,HOU,28,543877,467793,571657,669304,621043,650489,621439,622534
field_out,643289,657746,R,R,HOU,33,543877,467793,571657,669304,621043,650489,621439,622534
home_run,547989,657746,R,R,HOU,40,543877,467793,571657,669304,621043,650489,621439,622534
field_out,605170,657746,L,R,HOU,44,543877,467793,571657,669304,621043,650489,621439,622534
field_out,571657,664285,R,L,HOU,28,605170,547989,514888,608324,665161,643289,676694,663656
field_out,467793,664285,R,L,HOU,31,605170,547989,514888,608324,665161,643289,676694,663656
field_out,543877,664285,R,L,HOU,33,605170,547989,514888,608324,665161,643289,676694,663656
field_out,514888,657746,R,R,HOU,45,543877,467793,571657,669304,621043,650489,621439,622534
home_run,663656,657746,L,R,HOU,53,543877,467793,571657,669304,621043,650489,621439,622534
walk,670541,657746,L,R,HOU,57,543877,467793,571657,669304,621043,650489,621439,622534
double,608324,657746,R,R,HOU,66,543877,467793,571657,669304,621043,650489,621439,622534
strikeout,665161,657746,R,R,HOU,69,543877,467793,571657,669304,621043,650489,621439,622534
field_out,676694,657746,R,R,HOU,71,543877,467793,571657,669304,621043,650489,621439,622534
walk,622534,664285,R,L,HOU,37,605170,547989,514888,608324,665161,643289,676694,663656
field_out,621043,664285,R,L,HOU,41,605170,547989,514888,608324,665161,643289,676694,663656
grounded_into_double_play,680777,664285,R,L,HOU,45,605170,547989,514888,608324,665161,643289,676694,663656
field_out,643289,657746,R,R,HOU,72,543877,467793,571657,669304,621043,650489,621439,622534
strikeout,547989,657746,R,R,HOU,77,543877,467793,571657,669304,621043,650489,621439,622534
field_out,605170,657746,L,R,HOU,78,543877,467793,571657,669304,621043,650489,621439,622534
field_out,669304,664285,R,L,HOU,46,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,621439,664285,R,L,HOU,51,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,650489,664285,R,L,HOU,58,605170,547989,514888,608324,665161,643289,676694,663656
single,514888,657746,R,R,HOU,79,543877,467793,571657,669304,621043,650489,621439,622534
field_out,663656,657746,L,R,HOU,81,543877,467793,571657,669304,621043,650489,621439,622534
home_run,670541,657746,L,R,HOU,84,543877,467793,571657,669304,621043,650489,621439,622534
single,608324,657746,R,R,HOU,89,543877,467793,571657,669304,621043,650489,621439,622534
strikeout,665161,657746,R,R,HOU,95,543877,467793,571657,669304,621043,650489,621439,622534
hit_by_pitch,571657,664285,R,L,HOU,59,605170,547989,514888,608324,665161,643289,676694,663656
grounded_into_double_play,467793,664285,R,L,HOU,62,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,543877,664285,R,L,HOU,66,605170,547989,514888,608324,665161,643289,676694,663656
field_out,676694,650895,R,R,HOU,3,543877,467793,571657,669304,621043,650489,621439,622534
single,643289,650895,R,R,HOU,11,543877,467793,571657,669304,621043,650489,621439,622534
grounded_into_double_play,547989,650895,R,R,HOU,17,543877,467793,571657,669304,621043,650489,621439,622534
single,622534,664285,R,L,HOU,67,605170,547989,514888,608324,665161,643289,676694,663656
field_out,621043,664285,R,L,HOU,68,605170,547989,514888,608324,665161,643289,676694,663656
field_out,680777,664285,R,L,HOU,74,605170,547989,514888,608324,665161,643289,676694,663656
single,669304,664285,R,L,HOU,75,605170,547989,514888,608324,665161,643289,676694,663656
walk,621439,664285,R,L,HOU,82,605170,547989,514888,608324,665161,643289,676694,663656
force_out,650489,664285,R,L,HOU,86,605170,547989,514888,608324,665161,643289,676694,663656
field_out,605170,650895,L,R,HOU,20,543877,467793,571657,669304,621043,650489,621439,622534
walk,514888,650895,R,R,HOU,25,543877,467793,571657,669304,621043,650489,621439,622534
field_out,663656,650895,L,R,HOU,27,543877,467793,571657,669304,621043,650489,621439,622534
single,670541,650895,L,R,HOU,31,543877,467793,571657,669304,621043,650489,621439,622534
strikeout,608324,650895,R,R,HOU,34,543877,467793,571657,669304,621043,650489,621439,622534
single,666397,650556,L,R,HOU,3,605170,547989,514888,608324,665161,643289,676694,663656
walk,467793,650556,L,R,HOU,9,605170,547989,514888,608324,665161,643289,676694,663656
grounded_into_double_play,543877,650556,R,R,HOU,11,605170,547989,514888,608324,665161,643289,676694,663656
walk,596146,650556,L,R,HOU,16,605170,547989,514888,608324,665161,643289,676694,663656
single,621043,650556,R,R,HOU,19,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,680777,650556,R,R,HOU,23,605170,547989,514888,608324,665161,643289,676694,663656
field_out,665161,622251,R,R,HOU,5,543877,467793,666397,669304,621043,650489,621439,596146
field_out,676694,622251,R,R,HOU,8,543877,467793,666397,669304,621043,650489,621439,596146
field_out,643289,622251,R,R,HOU,10,543877,467793,666397,669304,621043,650489,621439,596146
field_out,669304,623352,R,L,HOU,3,605170,547989,514888,608324,665161,643289,676694,663656
field_out,621439,623352,R,L,HOU,6,605170,547989,514888,608324,665161,643289,676694,663656
strikeout,650489,623352,R,L,HOU,11,605170,547989,514888,608324,665161,643289,676694,663656
single,694384,664299,L,R,HOU,4,673237,572138,514888,608324,665161,676801,676694,663656
home_run,650859,664299,L,R,HOU,5,673237,572138,514888,608324,665161,676801,676694,663656
strikeout,621493,664299,R,R,HOU,12,673237,572138,514888,608324,665161,676801,676694,663656
single,641432,664299,L,R,HOU,15,673237,572138,514888,608324,665161,676801,676694,663656
field_out,607680,664299,R,R,HOU,17,673237,572138,514888,608324,665161,676801,676694,663656
field_out,681351,664299,R,R,HOU,19,673237,572138,514888,608324,665161,676801,676694,663656
field_out,514888,656288,R,R,HOU,6,681351,694384,641645,650859,687263,621493,607680,666176
home_run,663656,656288,L,R,HOU,7,681351,694384,641645,650859,687263,621493,607680,666176
home_run,670541,656288,L,R,HOU,8,681351,694384,641645,650859,687263,621493,607680,666176
field_out,608324,656288,R,R,HOU,14,681351,694384,641645,650859,687263,621493,607680,666176
field_out,665161,656288,R,R,HOU,16,681351,694384,641645,650859,687263,621493,607680,666176
field_out,666176,664299,R,R,HOU,21,673237,572138,514888,608324,665161,676801,676694,663656
field_out,641645,664299,L,R,HOU,27,673237,572138,514888,608324,665161,676801,676694,663656
field_out,687263,664299,R,R,HOU,30,673237,572138,514888,608324,665161,676801,676694,663656
walk,572138,656288,L,R,HOU,25,681351,694384,641645,650859,687263,621493,607680,666176
single,676694,656288,R,R,HOU,27,681351,694384,641645,650859,687263,621493,607680,666176
field_out,673237,656288,R,R,HOU,31,681351,694384,641645,650859,687263,621493,607680,666176
grounded_into_double_play,676801,656288,R,R,HOU,33,681351,694384,641645,650859,687263,621493,607680,666176
single,694384,664299,L,R,HOU,33,673237,572138,514888,608324,665161,676801,676694,663656
grounded_into_double_play,650859,664299,L,R,HOU,35,673237,572138,514888,608324,665161,676801,676694,663656
walk,621493,664299,R,R,HOU,40,673237,572138,514888,608324,665161,676801,676694,663656
single,641432,664299,L,R,HOU,42,673237,572138,514888,608324,665161,676801,676694,663656
walk,607680,664299,R,R,HOU,48,673237,572138,514888,608324,665161,676801,676694,663656
field_out,681351,664299,R,R,HOU,49,673237,572138,514888,608324,665161,676801,676694,663656
field_out,514888,656288,R,R,HOU,44,681351,694384,641645,650859,687263,621493,607680,666176
field_out,663656,656288,L,R,HOU,46,681351,694384,641645,650859,687263,621493,607680,666176
single,670541,656288,L,R,HOU,49,681351,694384,641645,650859,687263,621493,607680,666176
field_out,608324,656288,R,R,HOU,51,681351,694384,641645,650859,687263,621493,607680,666176
field_out,666176,664299,R,R,HOU,55,673237,572138,514888,608324,665161,676801,676694,663656
single,641645,664299,L,R,HOU,58,673237,572138,514888,608324,665161,676801,676694,663656
double,687263,664299,R,R,HOU,60,673237,572138,514888,608324,665161,676801,676694,663656
field_out,694384,664299,L,R,HOU,61,673237,572138,514888,608324,665161,676801,676694,663656
single,650859,664299,L,R,HOU,65,673237,572138,514888,608324,665161,676801,676694,663656
walk,621493,664299,R,R,HOU,69,673237,572138,514888,608324,665161,676801,676694,663656
field_out,665161,656288,R,R,HOU,57,681351,694384,641645,650859,687263,621493,607680,666176
walk,572138,656288,L,R,HOU,61,681351,694384,641645,650859,687263,621493,607680,666176
single,676694,656288,R,R,HOU,66,681351,694384,641645,650859,687263,621493,607680,666176
grounded_into_double_play,673237,656288,R,R,HOU,68,681351,694384,641645,650859,687263,621493,607680,666176
field_out,641432,605463,L,R,HOU,5,673237,572138,514888,608324,665161,676801,676694,663656
field_out,607680,605463,R,R,HOU,8,673237,572138,514888,608324,665161,676801,676694,663656
walk,681351,605463,R,R,HOU,14,673237,572138,514888,608324,665161,676801,676694,663656
strikeout,666176,605463,R,R,HOU,17,673237,572138,514888,608324,665161,676801,676694,663656
field_out,676801,656288,R,R,HOU,72,681351,694384,641645,650859,687263,621493,607680,666176
strikeout,514888,656288,R,R,HOU,77,681351,694384,641645,650859,687263,621493,607680,666176
walk,663656,656288,L,R,HOU,82,681351,694384,641645,650859,687263,621493,607680,666176
strikeout,670541,656288,L,R,HOU,90,681351,694384,641645,650859,687263,621493,607680,666176
field_out,641645,605463,L,R,HOU,22,673237,572138,514888,608324,665161,676801,676694,663656
field_out,687263,605463,R,R,HOU,23,673237,572138,514888,608324,665161,676801,676694,663656
single,694384,605463,L,R,HOU,29,673237,572138,514888,608324,665161,676801,676694,663656
field_out,650859,605463,L,R,HOU,31,673237,572138,514888,608324,665161,676801,676694,663656
field_out,608324,608334,R,R,HOU,4,681351,694384,641645,650859,687263,621493,607680,666176
double,665161,608334,R,R,HOU,6,681351,694384,641645,650859,687263,621493,607680,666176
home_run,572138,608334,L,R,HOU,9,681351,694384,641645,650859,687263,621493,607680,666176
walk,676694,608334,R,R,HOU,14,681351,694384,641645,650859,687263,621493,607680,666176
force_out,673237,608334,R,R,HOU,15,681351,694384,641645,650859,687263,621493,607680,666176
strikeout,676801,608334,R,R,HOU,21,681351,694384,641645,650859,687263,621493,607680,666176
strikeout,621493,650556,R,R,HOU,5,673237,572138,514888,608324,665161,676801,676694,663656
field_out,641432,650556,L,R,HOU,9,673237,572138,514888,608324,665161,676801,676694,663656
home_run,607680,650556,R,R,HOU,15,673237,572138,514888,608324,665161,676801,676694,663656
strikeout,681351,650556,R,R,HOU,20,673237,572138,514888,608324,665161,676801,676694,663656
strikeout,514888,608334,R,R,HOU,26,681351,694384,641645,650859,687263,621493,607680,666176
home_run,663656,472610,L,R,HOU,7,681351,694384,641645,650859,687263,621493,607680,666176
field_out,670541,472610,L,R,HOU,10,681351,694384,641645,650859,687263,621493,607680,666176
field_out,608324,472610,R,R,HOU,12,681351,694384,641645,650859,687263,621493,607680,666176
field_out,666176,519151,R,R,HOU,3,673237,572138,514888,608324,665161,676801,676694,663656
double,641645,519151,L,R,HOU,9,673237,572138,514888,608324,665161,676801,676694,663656
field_out,687263,519151,R,R,HOU,12,673237,572138,514888,608324,665161,676801,676694,663656
field_out,694384,519151,L,R,HOU,13,673237,572138,514888,608324,665161,676801,676694,663656
strikeout,665161,519043,R,L,HOU,4,681351,694384,641645,650859,687263,621493,607680,666176
strikeout,572138,519043,L,L,HOU,9,681351,694384,641645,650859,687263,621493,607680,666176
field_out,676694,519043,R,L,HOU,13,681351,694384,641645,650859,687263,621493,607680,666176
field_out,650859,623352,R,L,HOU,8,673237,572138,514888,608324,665161,676801,676694,663656
strikeout,621493,623352,R,L,HOU,13,673237,572138,514888,608324,665161,676801,676694,663656
field_out,641432,623352,L,L,HOU,17,673237,572138,514888,608324,665161,676801,676694,663656
double,673237,519326,R,R,HOU,1,681351,694384,641645,650859,687263,621493,607680,666176
field_out,605170,519326,L,R,HOU,4,681351,694384,641645,650859,687263,621493,607680,666176
field_out,514888,519326,R,R,HOU,9,681351,694384,641645,650859,687263,621493,607680,666176
field_out,663656,519326,L,R,HOU,11,681351,694384,641645,650859,687263,621493,607680,666176
strikeout,607680,623352,R,L,HOU,21,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,681351,623352,R,L,HOU,28,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,666176,623352,R,L,HOU,31,605170,572138,514888,608324,665161,643289,676694,663656
intent_walk,670541,608032,L,R,HOU,4,681351,694384,641645,650859,687263,621493,607680,666176
field_out,608324,608032,R,R,HOU,8,681351,694384,641645,650859,687263,621493,607680,666176
single,665161,608032,R,R,HOU,13,681351,694384,641645,650859,687263,621493,607680,666176
field_out,694384,686613,L,R,HOU,5,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,650859,686613,L,R,HOU,10,605170,572138,514888,608324,665161,643289,676694,663656
field_out,621493,686613,R,R,HOU,15,605170,572138,514888,608324,665161,643289,676694,663656
field_out,514888,542881,R,L,HOU,5,642136,694384,677347,650859,687263,621493,666160,666176
field_out,663656,542881,L,L,HOU,6,642136,694384,677347,650859,687263,621493,666160,666176
double,670541,542881,L,L,HOU,9,642136,694384,677347,650859,687263,621493,666160,666176
field_out,608324,542881,R,L,HOU,11,642136,694384,677347,650859,687263,621493,666160,666176
field_out,641432,686613,L,R,HOU,20,605170,572138,514888,608324,665161,643289,676694,663656
field_out,666176,686613,R,R,HOU,24,605170,572138,514888,608324,665161,643289,676694,663656
walk,642136,686613,L,R,HOU,29,605170,572138,514888,608324,665161,643289,676694,663656
field_out,687263,686613,R,R,HOU,34,605170,572138,514888,608324,665161,643289,676694,663656
field_out,665161,542881,R,L,HOU,15,642136,694384,677347,650859,687263,621493,666160,666176
strikeout,572138,542881,L,L,HOU,19,642136,694384,677347,650859,687263,621493,666160,666176
field_out,676694,542881,R,L,HOU,21,642136,694384,677347,650859,687263,621493,666160,666176
field_out,666160,686613,L,R,HOU,38,605170,572138,514888,608324,665161,643289,676694,663656
walk,677347,686613,R,R,HOU,43,605170,572138,514888,608324,665161,643289,676694,663656
single,694384,686613,L,R,HOU,44,605170,572138,514888,608324,665161,643289,676694,663656
fielders_choice_out,650859,686613,L,R,HOU,45,605170,572138,514888,608324,665161,643289,676694,663656
field_out,621493,686613,R,R,HOU,49,605170,572138,514888,608324,665161,643289,676694,663656
field_out,643289,542881,R,L,HOU,25,642136,694384,677347,650859,687263,621493,666160,666176
double,605170,542881,R,L,HOU,26,642136,694384,677347,650859,687263,621493,666160,666176
field_out,514888,542881,R,L,HOU,30,642136,694384,677347,650859,687263,621493,666160,666176
field_out,663656,542881,L,L,HOU,33,642136,694384,677347,650859,687263,621493,666160,666176
field_out,641432,686613,L,R,HOU,53,605170,572138,514888,608324,665161,643289,676694,663656
field_out,666176,686613,R,R,HOU,55,605170,572138,514888,608324,665161,643289,676694,663656
field_out,642136,686613,L,R,HOU,58,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,670541,542881,L,L,HOU,39,642136,694384,677347,650859,687263,621493,666160,666176
field_out,608324,542881,R,L,HOU,42,642136,694384,677347,650859,687263,621493,666160,666176
double,665161,542881,R,L,HOU,46,642136,694384,677347,650859,687263,621493,666160,666176
strikeout,572138,542881,L,L,HOU,51,642136,694384,677347,650859,687263,621493,666160,666176
strikeout,687263,686613,R,R,HOU,64,605170,572138,514888,608324,665161,643289,676694,663656
walk,666160,686613,L,R,HOU,74,605170,572138,514888,608324,665161,643289,676694,663656
home_run,677347,686613,R,R,HOU,80,605170,572138,514888,608324,665161,643289,676694,663656
field_out,694384,686613,L,R,HOU,85,605170,572138,514888,608324,665161,643289,676694,663656
field_out,650859,686613,L,R,HOU,86,605170,572138,514888,608324,665161,643289,676694,663656
walk,676694,542881,R,L,HOU,56,642136,694384,677347,650859,687263,621493,666160,666176
double,643289,542881,R,L,HOU,59,642136,694384,677347,650859,687263,621493,666160,666176
field_out,605170,542881,R,L,HOU,60,642136,694384,677347,650859,687263,621493,666160,666176
field_out,514888,542881,R,L,HOU,61,642136,694384,641645,650859,677347,621493,666160,666176
field_out,621493,686613,R,R,HOU,89,605170,572138,514888,608324,665161,643289,676694,663656
field_out,641432,686613,L,R,HOU,90,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,666176,686613,R,R,HOU,96,605170,572138,514888,608324,665161,643289,676694,663656
field_out,663656,542881,L,L,HOU,64,642136,694384,641645,650859,677347,621493,666160,666176
strikeout,670541,542881,L,L,HOU,69,642136,694384,641645,650859,677347,621493,666160,666176
field_out,608324,542881,R,L,HOU,73,642136,694384,641645,650859,677347,621493,666160,666176
field_out,642136,656786,L,L,HOU,4,605170,572138,514888,608324,665161,643289,676694,663656
single,641645,656786,L,L,HOU,9,605170,572138,514888,608324,665161,643289,676694,663656
field_out,666160,656786,L,L,HOU,11,605170,572138,514888,608324,665161,643289,676694,663656
force_out,677347,656786,R,L,HOU,14,605170,572138,514888,608324,665161,643289,676694,663656
field_out,665161,542881,R,L,HOU,75,642136,694384,641645,650859,677347,621493,666160,666176
field_out,572138,542881,L,L,HOU,76,642136,694384,641645,650859,677347,621493,666160,666176
single,676694,542881,R,L,HOU,77,642136,694384,641645,650859,677347,621493,666160,666176
single,643289,542881,R,L,HOU,79,642136,694384,641645,650859,677347,621493,666160,666176
force_out,605170,542881,R,L,HOU,81,642136,694384,641645,650859,677347,621493,666160,666176
field_out,694384,661527,L,R,HOU,8,605170,572138,514888,608324,665161,643289,676694,663656
walk,650859,661527,L,R,HOU,15,605170,572138,514888,608324,665161,643289,676694,663656
grounded_into_double_play,621493,661527,R,R,HOU,16,605170,572138,514888,608324,665161,643289,676694,663656
field_out,514888,542881,R,L,HOU,84,642136,694384,641645,650859,677347,621493,666160,666176
walk,663656,542881,L,L,HOU,91,642136,694384,641645,650859,677347,621493,666160,666176
field_out,670541,542881,L,L,HOU,93,642136,694384,641645,650859,677347,621493,666160,666176
field_out,608324,542881,R,L,HOU,95,642136,694384,641645,650859,677347,621493,666160,666176
strikeout,641432,650556,L,R,HOU,3,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,666176,650556,R,R,HOU,7,605170,572138,514888,608324,665161,643289,676694,663656
field_out,642136,650556,L,R,HOU,8,605170,572138,514888,608324,665161,643289,676694,663656
strikeout,665161,472610,R,R,HOU,4,642136,694384,641645,650859,677347,621493,666160,666176
strikeout,572138,472610,L,R,HOU,9,642136,694384,641645,650859,677347,621493,666160,666176
field_out,676694,472610,R,R,HOU,12,642136,694384,641645,650859,677347,621493,666160,666176
field_out,663616,669854,L,R,HOU,1,673237,572138,514888,608324,643289,676801,676694,663656
field_out,621043,669854,R,R,HOU,5,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,666135,669854,L,R,HOU,9,673237,572138,514888,608324,643289,676801,676694,663656
field_out,514888,641154,R,R,HOU,3,680777,666135,666397,669304,621043,650489,621439,596146
field_out,663656,641154,L,R,HOU,8,680777,666135,666397,669304,621043,650489,621439,596146
single,670541,641154,L,R,HOU,13,680777,666135,666397,669304,621043,650489,621439,596146
force_out,608324,641154,R,R,HOU,16,680777,666135,666397,669304,621043,650489,621439,596146
strikeout,596146,669854,L,R,HOU,14,673237,572138,514888,608324,643289,676801,676694,663656
walk,680777,669854,R,R,HOU,19,673237,572138,514888,608324,643289,676801,676694,663656
force_out,666397,669854,L,R,HOU,24,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,621439,669854,R,R,HOU,28,673237,572138,514888,608324,643289,676801,676694,663656
single,676694,641154,R,R,HOU,17,680777,666135,666397,669304,621043,650489,621439,596146
field_out,572138,641154,L,R,HOU,21,680777,666135,666397,669304,621043,650489,621439,596146
single,643289,641154,R,R,HOU,22,680777,666135,666397,669304,621043,650489,621439,596146
strikeout,676801,641154,R,R,HOU,27,680777,666135,666397,669304,621043,650489,621439,596146
field_out,673237,641154,R,R,HOU,28,680777,666135,666397,669304,621043,650489,621439,596146
triple,650489,669854,L,R,HOU,34,673237,572138,514888,608324,643289,676801,676694,663656
walk,669304,669854,R,R,HOU,45,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,663616,669854,L,R,HOU,48,673237,572138,514888,608324,643289,676801,676694,663656
double,621043,669854,R,R,HOU,51,673237,572138,514888,608324,643289,676801,676694,663656
sac_fly,666135,669854,L,R,HOU,52,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,596146,669854,L,R,HOU,60,673237,572138,514888,608324,643289,676801,676694,663656
field_out,514888,641154,R,R,HOU,33,680777,666135,666397,669304,621043,650489,621439,596146
field_out,663656,641154,L,R,HOU,34,680777,666135,666397,669304,621043,650489,621439,596146
field_out,670541,641154,L,R,HOU,39,680777,666135,666397,669304,621043,650489,621439,596146
field_out,680777,669854,R,R,HOU,63,673237,572138,514888,608324,643289,676801,676694,663656
strikeout,666397,669854,L,R,HOU,67,673237,572138,514888,608324,643289,676801,676694,663656
field_out,621439,669854,R,R,HOU,70,673237,572138,514888,608324,643289,676801,676694,663656
